Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00   10000/10000       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [48]
[43]     0.0    0.00    0.00   10000         std::uniform_int_distribution<int>::param_type::b() const [43]
-----------------------------------------------
                0.00    0.00       3/10000       std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
                0.00    0.00      15/10000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
                0.00    0.00    9982/10000       std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [59]
[44]     0.0    0.00    0.00   10000         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [44]
                0.00    0.00   10000/29997       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
                0.00    0.00   10000/10000       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [42]
-----------------------------------------------
                0.00    0.00   10000/10000       unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [46]
[45]     0.0    0.00    0.00   10000         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [45]
                0.00    0.00      17/17          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [84]
-----------------------------------------------
                0.00    0.00   10000/10000       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [48]
[46]     0.0    0.00    0.00   10000         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [46]
                0.00    0.00   10000/10000       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [45]
-----------------------------------------------
                0.00    0.00   10000/10000       main [2]
[47]     0.0    0.00    0.00   10000         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [47]
                0.00    0.00   10000/10000       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [48]
-----------------------------------------------
                0.00    0.00   10000/10000       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [47]
[48]     0.0    0.00    0.00   10000         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [48]
                0.00    0.00   20000/20000       std::uniform_int_distribution<int>::param_type::a() const [37]
                0.00    0.00   10000/10000       std::uniform_int_distribution<int>::param_type::b() const [43]
                0.00    0.00   10000/10000       unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [46]
-----------------------------------------------
                0.00    0.00    9997/9997        std::vector<int, std::allocator<int> >::cbegin() const [52]
[49]     0.0    0.00    0.00    9997         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [49]
-----------------------------------------------
                0.00    0.00    9997/9997        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[50]     0.0    0.00    0.00    9997         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [50]
                0.00    0.00   19994/39979       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [31]
-----------------------------------------------
                0.00    0.00    9997/9997        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[51]     0.0    0.00    0.00    9997         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [51]
                0.00    0.00    9997/24889079     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [28]
-----------------------------------------------
                0.00    0.00    9997/9997        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[52]     0.0    0.00    0.00    9997         std::vector<int, std::allocator<int> >::cbegin() const [52]
                0.00    0.00    9997/9997        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [49]
-----------------------------------------------
                0.00    0.00    9982/9982        void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [55]
[53]     0.0    0.00    0.00    9982         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [53]
-----------------------------------------------
                0.00    0.00    9982/9982        void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [56]
[54]     0.0    0.00    0.00    9982         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [54]
                0.00    0.00    9982/29946       int&& std::forward<int>(std::remove_reference<int>::type&) [36]
                0.00    0.00    9982/19982       operator new(unsigned long, void*) [39]
-----------------------------------------------
                0.00    0.00    9982/9982        std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [60]
[55]     0.0    0.00    0.00    9982         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [55]
                0.00    0.00    9982/9982        void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [53]
-----------------------------------------------
                0.00    0.00    9982/9982        void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [17]
[56]     0.0    0.00    0.00    9982         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [56]
                0.00    0.00    9982/29946       int&& std::forward<int>(std::remove_reference<int>::type&) [36]
                0.00    0.00    9982/9982        void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [54]
-----------------------------------------------
                0.00    0.00    9982/9982        int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [65]
[57]     0.0    0.00    0.00    9982         int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*) [57]
-----------------------------------------------
                0.00    0.00    9982/9982        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[58]     0.0    0.00    0.00    9982         std::vector<int, std::allocator<int> >::_Temporary_value::_M_val() [58]
                0.00    0.00    9982/29946       std::vector<int, std::allocator<int> >::_Temporary_value::_M_ptr() [35]
-----------------------------------------------
                0.00    0.00    9982/9982        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[59]     0.0    0.00    0.00    9982         std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [59]
                0.00    0.00    9982/29946       std::vector<int, std::allocator<int> >::_Temporary_value::_M_ptr() [35]
                0.00    0.00    9982/29997       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
                0.00    0.00    9982/10000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [44]
-----------------------------------------------
                0.00    0.00    9982/9982        std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [13]
[60]     0.0    0.00    0.00    9982         std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [60]
                0.00    0.00    9982/29946       std::vector<int, std::allocator<int> >::_Temporary_value::_M_ptr() [35]
                0.00    0.00    9982/9982        void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [55]
-----------------------------------------------
                0.00    0.00    9982/9982        int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [63]
[61]     0.0    0.00    0.00    9982         int* std::__niter_wrap<int*>(int* const&, int*) [61]
-----------------------------------------------
                0.00    0.00    9982/9982        void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [17]
[62]     0.0    0.00    0.00    9982         int* std::move_backward<int*, int*>(int*, int*, int*) [62]
                0.00    0.00   19964/19964       int* std::__miter_base<int*>(int*) [40]
                0.00    0.00    9982/9982        int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [63]
-----------------------------------------------
                0.00    0.00    9982/9982        int* std::move_backward<int*, int*>(int*, int*, int*) [62]
[63]     0.0    0.00    0.00    9982         int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [63]
                0.00    0.00   29946/30036       int* std::__niter_base<int*>(int*) [32]
                0.00    0.00    9982/9982        int* std::__copy_move_backward_a1<true, int*, int*>(int*, int*, int*) [64]
                0.00    0.00    9982/9982        int* std::__niter_wrap<int*>(int* const&, int*) [61]
-----------------------------------------------
                0.00    0.00    9982/9982        int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [63]
[64]     0.0    0.00    0.00    9982         int* std::__copy_move_backward_a1<true, int*, int*>(int*, int*, int*) [64]
                0.00    0.00    9982/9982        int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [65]
-----------------------------------------------
                0.00    0.00    9982/9982        int* std::__copy_move_backward_a1<true, int*, int*>(int*, int*, int*) [64]
[65]     0.0    0.00    0.00    9982         int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [65]
                0.00    0.00    9982/9982        int* std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<int>(int const*, int const*, int*) [57]
-----------------------------------------------
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [67]
[66]     0.0    0.00    0.00     624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [66]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [121]
[67]     0.0    0.00    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [67]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [66]
-----------------------------------------------
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [69]
[68]     0.0    0.00    0.00     623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [68]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [121]
[69]     0.0    0.00    0.00     623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [69]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [68]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [90]
[70]     0.0    0.00    0.00      60         std::vector<int, std::allocator<int> >::size() const [70]
-----------------------------------------------
                0.00    0.00      16/47          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [86]
                0.00    0.00      31/47          __gnu_cxx::new_allocator<int>::max_size() const [73]
[71]     0.0    0.00    0.00      47         __gnu_cxx::new_allocator<int>::_M_max_size() const [71]
-----------------------------------------------
                0.00    0.00       1/33          std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [126]
                0.00    0.00       2/33          std::vector<int, std::allocator<int> >::~vector() [103]
                0.00    0.00      30/33          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
[72]     0.0    0.00    0.00      33         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [72]
-----------------------------------------------
                0.00    0.00      31/31          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [74]
[73]     0.0    0.00    0.00      31         __gnu_cxx::new_allocator<int>::max_size() const [73]
                0.00    0.00      31/47          __gnu_cxx::new_allocator<int>::_M_max_size() const [71]
-----------------------------------------------
                0.00    0.00      31/31          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [75]
[74]     0.0    0.00    0.00      31         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [74]
                0.00    0.00      31/31          __gnu_cxx::new_allocator<int>::max_size() const [73]
-----------------------------------------------
                0.00    0.00       1/31          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [125]
                0.00    0.00      30/31          std::vector<int, std::allocator<int> >::max_size() const [78]
[75]     0.0    0.00    0.00      31         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [75]
                0.00    0.00      31/31          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [74]
                0.00    0.00      31/31          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [76]
-----------------------------------------------
                0.00    0.00      31/31          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [75]
[76]     0.0    0.00    0.00      31         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [76]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::max_size() const [78]
[77]     0.0    0.00    0.00      30         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [77]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [90]
[78]     0.0    0.00    0.00      30         std::vector<int, std::allocator<int> >::max_size() const [78]
                0.00    0.00      30/30          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [77]
                0.00    0.00      30/31          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [75]
-----------------------------------------------
                0.00    0.00      30/30          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
[79]     0.0    0.00    0.00      30         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [79]
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [80]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [79]
[80]     0.0    0.00    0.00      30         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [80]
                0.00    0.00      30/30          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [80]
[81]     0.0    0.00    0.00      30         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
                0.00    0.00      90/30036       int* std::__niter_base<int*>(int*) [32]
                0.00    0.00      30/30          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [82]
-----------------------------------------------
                0.00    0.00      30/30          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [81]
[82]     0.0    0.00    0.00      30         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [82]
-----------------------------------------------
                0.00    0.00       2/17          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [102]
                0.00    0.00      15/17          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
[83]     0.0    0.00    0.00      17         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [83]
                0.00    0.00      16/16          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [88]
-----------------------------------------------
                0.00    0.00      17/17          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [45]
[84]     0.0    0.00    0.00      17         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [84]
-----------------------------------------------
                0.00    0.00      16/16          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [88]
[85]     0.0    0.00    0.00      16         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [85]
-----------------------------------------------
                0.00    0.00      16/16          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [89]
[86]     0.0    0.00    0.00      16         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [86]
                0.00    0.00      16/47          __gnu_cxx::new_allocator<int>::_M_max_size() const [71]
-----------------------------------------------
                0.00    0.00       1/16          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [114]
                0.00    0.00      15/16          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
[87]     0.0    0.00    0.00      16         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [87]
                0.00    0.00      16/16          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [89]
-----------------------------------------------
                0.00    0.00      16/16          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [83]
[88]     0.0    0.00    0.00      16         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [88]
                0.00    0.00      16/16          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [85]
-----------------------------------------------
                0.00    0.00      16/16          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [87]
[89]     0.0    0.00    0.00      16         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [89]
                0.00    0.00      16/16          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [86]
-----------------------------------------------
                0.00    0.00      15/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [18]
[90]     0.0    0.00    0.00      15         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [90]
                0.00    0.00      60/60          std::vector<int, std::allocator<int> >::size() const [70]
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::max_size() const [78]
                0.00    0.00      15/15          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [91]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [90]
[91]     0.0    0.00    0.00      15         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [91]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<int>::~allocator() [93]
[92]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::~new_allocator() [92]
-----------------------------------------------
                0.00    0.00       1/4           List::countingSort() [8]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [125]
                0.00    0.00       2/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [100]
[93]     0.0    0.00    0.00       4         std::allocator<int>::~allocator() [93]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<int>::~new_allocator() [92]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<int>::allocator() [98]
[94]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::new_allocator() [94]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<int>::allocator(std::allocator<int> const&) [97]
[95]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [95]
-----------------------------------------------
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::min_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [10]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::max_element<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [9]
[96]     0.0    0.00    0.00       2         __gnu_cxx::__ops::__iter_less_iter() [96]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [125]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [112]
[97]     0.0    0.00    0.00       2         std::allocator<int>::allocator(std::allocator<int> const&) [97]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [95]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [113]
                0.00    0.00       1/2           List::countingSort() [8]
[98]     0.0    0.00    0.00       2         std::allocator<int>::allocator() [98]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::new_allocator() [94]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<int*>(int*, int*) [104]
[99]     0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [99]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [102]
[100]    0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [100]
                0.00    0.00       2/4           std::allocator<int>::~allocator() [93]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [113]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [112]
[101]    0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [101]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::~vector() [103]
[102]    0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [102]
                0.00    0.00       2/17          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [83]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [100]
